Type,Titre,Lieu,Auteurs,Equipe,Date,Année,Langue,Lien,Note,Intervenant,Président,Mots_clés,Résumé,Famille,,,,,,
Journal Article,Risk knowledge modeling for offer definition in customer-supplier relationships in Engineer-To-Order situations,"HAPPISO, Centre Génie Industriel (CGI), Département d'Ingénierie des Systèmes Complexes (DISC), Laboratoire Génie de Production (LGP), Ecole de Technologie Supérieure [Montréal] (ETS)","Ayachi, Rania, Guillon, Delphine, Aldanondo, Michel, Vareilles, Élise, Coudert, Thierry, Beauregard, Yvan, Geneste, Laurent","KTK-4400, DOCA-11, Engineering Sciences [physics]Journal articles",2022,2022,English,https://imt-mines-albi.hal.science/hal-03563425,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, ANR, TOULOUSE-INP, UT3-INP, UT3-TOULOUSEINP, LGP-ENIT, INSTITUT-MINES-TELECOM, ISAE-SUPAERO",Elsevier,,"Customer-supplier relationship, Offer definition, Engineer to order, Risk engineering, Knowledge-based system, Knowledge model","This work deals with the customer-supplier relationship and concerns offer definition in Engineer-To-Order situations (ETO), by adopting the supplier point of view. In such cases, when the offer definition relies simply on key design choices without a detailed design, there is a specific risk (ETO-specific risk) that customer expectations cannot be fulfilled. This kind of risk is in addition to the conventional risks (non ETO-specific risk) involved in any delivery process (machine break down, resource not available, scrapped part…). In order to minimize the supplier risk of not being able to complete the offer as accepted and contracted by the customer, a knowledge-based system can be used to assist risk engineering. Consequently, this article proposes two interrelated knowledge modeling contributions. Firstly, a risk knowledge model which, when implemented in a knowledge-based system that supports risk characterization and risk treatment by using knowledge re-use techniques, is proposed and discussed. Secondly, two knowledge typologies for risk characterizations and treatments (both for ETO and non-ETO situations) in order to support risk knowledge, identification and modeling are also proposed and discussed. These contributions are innovative and groundbreaking in terms of both academics and applications: they provide a formal model to structure risk knowledge and a first list of risks and treatments to be taken into account in ETO and non ETO situations. After an introduction that presents the research gap, our objectives and an analysis of related works, our two contributions are described in two sections with respect to ISO31000 recommendations. The first section covers risk identification and evaluation while the second deals with risk treatments.",Souveraineté numérique et sobriété,,,,,,
Journal Article,Long-wave instabilities of evaporating/condensing viscous film flowing down a wavy inclined wall: Interfacial phase change effect of uniform layers,"Indian Institute of Technology Madras (IIT Madras), Centre Génie Industriel (CGI), Vivekananda Mahavidyalaya","Mukhopadhyay, Sanghasri, Cellier, Nicolas, Mukhopadhyay, Asim","KTK-4444, DOCA-11, Engineering Sciences [physics]/Mechanics [physics.med-ph]/Fluids mechanics [physics.class-ph]Journal articles",2022,2022,English,https://imt-mines-albi.hal.science/hal-03672161,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",American Institute of Physics,,,"The interfacial phase change effect on a thin film flowing down an undulated wall has been investigated in the present study. The study is performed for a general periodic undulated bottom of moderate steepness that is long compared to the film thickness, followed by a case study over the sinusoidal bottom. The long-wave instabilities of the ununiform film are used by deriving a nonlinear evolution equation in the classical long-wave expansion method framework. The one-equation model can track the free surface evolution and involve the bottom undulation, viscosity, gravity, surface tension, and phase change (evaporation/condensation) effects. Linear stability analysis shows that the bottom steepness ζ has a dual role. In the downhill region, increasing ζ destabilizes, whereas increasing ζ stabilizes in the uphill region. Weakly nonlinear waves are studied using the method of multiple scales to obtain the complex Ginzburg–Landau equation. The results show that both supercritical and subcritical solutions are possible for evaporating and condensate film. Interestingly, while one subcritical region is visible for an evaporating film, two subcritical unstable regions are found for condensate film. The numerical solution of the free-surface equation demonstrates the finite-amplitude behavior that tends to dry out for an evaporating film. For condensate film, the thickness increases rapidly. The rupture dynamics highly depend on the initial perturbation, and the bottom steepness has a negligible effect on it. Kutateladze number has a significant impact on the stability characteristic of the film flow as it represents a sort of efficiency of phase change that occurs at the interface.",Souveraineté numérique et sobriété,,,,,,
Journal Article,A multicriteria Master Planning DSS for a sustainable humanitarian supply chain,"Centre Génie Industriel (CGI), Toulouse Business School, University of Agder (UIA), Delft University of Technology (TU Delft)","Laguna Salvado, Laura, Lauras, Matthieu, Okongwu, Uche, Comes, Tina","KTK-3627, DOCA-11, Engineering Sciences [physics]Journal articles",2019,2019,English,https://imt-mines-albi.hal.science/hal-01802167,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, TBS-EDUCATION, INSTITUT-MINES-TELECOM",Springer Verlag,,"Disaster relief operations, Humanitarian supply chain, Sustainability, Master Planning, Multi-objective decision support system, Sustainable supply chain","Humanitarian supply chains (HSCs) contribute significantly to achieving effective and rapid responses to natural and man-made disasters. Though humanitarian organizations have during the last decades made considerable efforts to improve the response to crises in terms of effectiveness and efficiency, HSCs are still faced with so many challenges, one of which is the incorporation of sustainability dimensions (economic, social and environmental) in the management of their supply chains. In the literature, some authors have highlighted that the planning and achievement of sustainability performance objectives in humanitarian operations is hindered by the lack of decision support systems (DSS). Therefore, this paper proposes a multi-objective Master Planning DSS for managing sustainable HSCs. This Master Planning DSS includes: (1) the definition of a set of metrics for measuring the performance of a sustainable HSC; (2) an algorithm to solve the multi-objective problem; and (3) a Master Planning mathematical model to support the tactical planning of the sustainable HSC. Using the information gathered from field research and the literature, an illustrative numerical example is presented to demonstrate the implementation and utility of the proposed DSS. The results show that the order in which the three sustainability dimensions (economic, social and environmental) are prioritized has some impact on the performance measures. Therefore, it is important to fix a tolerance that would enable to obtain an acceptable balance (trade-off) between the three sustainability objectives, in line with the prioritization choice of the decision maker.",Industrie du futur responsable,,,,,,
Journal Article,A Heuristic-Based Genetic Algorithm for Scheduling of Multiple Projects Subjected to Resource Constraints and Environmental Responsibility Commitments,"Université de Cergy Pontoise (UCP), Toulouse Business School (TBS), Centre Génie Industriel (CGI)","Gholizadeh-Tayyar, Shadan, Okongwu, Uche, Lamothe, Jacques","KTK-4269, DOCA-13, Engineering Sciences [physics]Journal articles",2021,2021,English,https://imt-mines-albi.hal.science/hal-03224259,"MINES-ALBI, UNIV-CERGY, EMAC, CGI, INSTITUTS-TELECOM, TBS-EDUCATION, INSTITUT-MINES-TELECOM",,,"Resource-constrained multi-project scheduling problem, Environmental responsibility, Combinatorial optimization, Genetic algorithm, Taguchi design, Supply chain planning","During the last decades, resource-constrained project scheduling problems have been abundantly presented in extant literature. However, there are still some real-world challenges that have not been adequately considered. These challenges include environmental commitments and constraints related to the procurement of resources (as regards procurement commitment). This calls for the integration of the project planning and forward-reverse supply chain planning systems. To achieve this goal, this paper contributes to the existing literature by presenting a model that incorporates the two issues in the integrated planning system: (1) the procurement commitment objective is met through the just-in-time delivery of non-renewable resources to the project sites while considering the limited supply capacity of suppliers, and (2) the environmental commitment is satisfied by collecting and recycling the waste generated at project sites. A mixed-integer linear formulation of the problem is proposed. Since the model is NP-hard (non-deterministic polynomial time-hard), the paper develops a new heuristic-based genetic algorithm to solve the problem instances. The main parameters of the algorithm are tuned using the Taguchi method. The results show the efficiency of the algorithm in obtaining appropriate solutions in reasonable computational times. The integrated planning model that is proposed in this paper and its novel resolution method would help managers to make more responsive and efficient decisions.",Industrie du futur responsable,,,,,,
Journal Article,The Centralization and Sharing of Information for Improving a Resilient Approach Based on Decision-Making at a Local Home Health Care Center,"Centre Génie Industriel (CGI), Berger-Levrault","Dessevre, Guillaume, Martinez, Cléa, Zhang, Liwen, Bortolaso, Christophe, Fontanili, Franck","Plan France Relance Berger-Levrault, KTK-4656, DOCA-11, Engineering Sciences [physics]Journal articles",2023,2023,English,https://imt-mines-albi.hal.science/hal-04203358,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Multidisciplinary digital publishing institute (MDPI),,"home health care routing and scheduling problem, resilience, information sharing, discrete event simulation, optimization","Home care centers face both an increase in demand and many variations during the execution of routes, compromising the routes initially planned; robust solutions are not effective enough, and it is necessary to move on to resilient approaches. We create a close-to-reality use case supported by interviews of staff at home health care centers, where caregivers are faced with unexpected events that compromise their initial route. We model, analyze, and compare two resilient approaches to deal with these disruptions: a distributed collaborative approach and a centralized collaborative approach, where we propose a centralization and sharing of information to improve local decision-making. The latter reduces the number of late arrivals by 11%, the total time of late arrival by 21%, and halves the number of routes exceeding the end of work time (contrary to the distributed collaborative approach due to the time wasted reaching colleagues). The use of a device, such as a smartphone application, to centralize and share information thus, allows better mutual assistance between caregivers. Moreover, we highlight several possible openings, like the coupling of simulation and optimization, to propose a more resilient approach.",Ingénierie santé et bien-être,,,,,,
Journal Article,A systematic approach to classify and characterize genomic islands driven by conjugative mobility using protein signatures,"Département de biologie [Sherbrooke] (UdeS), Centre Génie Industriel (CGI)","Audrey, Bioteau, Cellier, Nicolas, White, Frédérique, Jacques, Pierre-Étienne, Burrus, Vincent","KTK-4651, DOCA-11, Engineering Sciences [physics]Journal articles",2023,2023,English,https://hal.science/hal-04197819,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Oxford University Press,,"Horizontal gene-transfer, Transfer-RNA, Elements, Resistance, TN916","Genomic islands (GIs) play a crucial role in the spread of antibiotic resistance, virulence factors and antiviral defense systems in a broad range of bacterial species. However, the characterization and classification of GIs are challenging due to their relatively small size and considerable genetic diversity. Predicting their intercellular mobility is of utmost importance in the context of the emerging crisis of multidrug resistance. Here, we propose a large-scale classification method to categorize GIs according to their mobility profile and, subsequently, analyze their gene cargo. We based our classification decision scheme on a collection of mobility protein motif definitions available in publicly accessible databases. Our results show that the size distribution of GI classes correlates with their respective structure and complexity. Self-transmissible GIs are usually the largest, except in Bacillota and Actinomycetota, accumulate antibiotic and phage resistance genes, and favour the use of a tyrosine recombinase to insert into a host's replicon. Non-mobilizable GIs tend to use a DDE transposase instead. Finally, although tRNA genes are more frequently targeted as insertion sites by GIs encoding a tyrosine recombinase, most GIs insert in a protein-encoding gene. This study is a stepping stone toward a better characterization of mobile GIs in bacterial genomes and their mechanism of mobility.",Souveraineté numérique et sobriété,,,,,,
Journal Article,System Modelling and Analysis to Support Economic Assessment of Product-Service Systems,"École des Mines de Saint-Étienne (Mines Saint-Étienne MSE), Centre Génie Industriel (CGI), Bremer Institut für Produktion und Logistik GmbH (BIBA), University of New South Wales [Canberra Campus] (UNSW)","Medini, Khaled, Peillon, Sophie, Orellano, Martha, Wiesner, Stefan, Liu, Ang","KTK-4218, DOCA-13, Engineering Sciences [physics]Journal articles",2021,2021,English,https://imt-mines-albi.hal.science/hal-03120673,"EMSE, MINES-ALBI, EMAC, FAYOL-ENSMSE, EPICE-ENSMSE, PIESO-ENSMSE, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",MDPI,,"economic assessment, system approach, algorithmic, platform, product–service systems, sensitivity","The evolution towards more customer-centric operations within manufacturing and service industries gave rise to novel ways of value creation and delivery such as Product–Service Systems (PSS). PSS integrate tangible and intangible elements to create new values for both customers and providers. Therefore, a close collaboration is required among various actors in a value network to co-create values towards win–win gains. For companies to keep up with this pace, new decision support tools are needed to accompany PSS engineering and to adjust business models. This need is confronted with the scarcity of PSS-oriented economic assessment models and methods. This paper presents a comprehensive framework for the economic assessment of PSS. The framework relies on a novel combination of system modelling and analysis approaches to enable cost and revenue attribution to different actors in a value network. The applicability and relevance of the framework are demonstrated through a case study in the industrial cleaning sector.",Souveraineté numérique et sobriété,,,,,,
Journal Article,"Real-time data exploitation supported by model-and event- driven architecture to enhance situation awareness, application to crisis management","Centre Génie Industriel (CGI), Laboratoire de Génie Chimique (LGC)","Fertier, Audrey, Montarnal, Aurelie, Barthe-Delanoë, Anne-Marie, Truptil, Sébastien, Benaben, Frederick","KTK-3970, DOCA-11, Computer Science [cs]/Other [cs.OH]Journal articles",2020,2020,English,https://imt-mines-albi.hal.science/hal-02479436,"UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INSTITUTS-TELECOM, ANR, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM",Taylor & Francis,,"event-driven architecture, Situation awareness, complex event processing, crisis management, model-driven architecture, EIS for public sector","An effective crisis response requires up-to-date information. The crisis cell must reach for new, external, data sources. However, new data lead to new issues: their volume, veracity, variety or velocity cannot be managed by humans only, especially under high stress and time pressure. This paper proposes (i) a framework to enhance situation awareness while managing the 5Vs of Big Data, (ii) general principles to be followed and (iii) a new architecture implementing the proposed framework. The latter merges event-driven and model-driven architectures. It has been tested on a realistic flood scenario set up by official French services.",Souveraineté numérique et sobriété,,,,,,
Journal Article,Authoring training scenarios “from within” in an immersive environment with the CESTATE framework,"Centre Génie Industriel (CGI), Institut national universitaire Champollion [Albi] (INUC), University of Cincinnati (UC)","Evain, Alexis, Fertier, Audrey, Panzoli, David, Kropczynski, Jess, Halse, Shane, Benaben, Frederick","KTK-4885, DOCA-15, Engineering Sciences [physics]Journal articles",13/08/2024,2024,English,https://imt-mines-albi.hal.science/hal-04676408,"MINES-ALBI, EMAC, CGI, INUC, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Taylor & Francis (Routledge),,"Virtual worlds, Educationnal technology, Crisis simulation, Smart environment, Experimental learning","Virtual reality (VR) can be used to train for complex, dynamic and dangerous situations, such as disaster response. The aim of this research is to support trainers with an immersive authoring tool that facilitates the implementation of training environments, enabling both the design and execution of complex and dynamic exercises. A systematic literature review was conducted to identify VR-based authoring tools. Each environment was assessed based on variability, reusability and design assistance, with each criterion graded on a 3-point scale. Following a model-driven approach, the work presented in this article introduces the CESTATE (Cascading Effect Simulation To Authoring Training Environments) framework. It uses a metamodel to design training exercises, thus ensuring their reusability. Inheriting from the [Anonymized for peer review] paradigm, this metamodel can be used to describe all types of potentialities and cascading effects. This ensures the dynamic, and therefore, the plausibility of the virtual training environment. In addition, this framework supports the design of immersive training environments, at both design and run time. It is a generic approach. Its applicability is demonstrated in several iterations of a case study involving the training of practitioners on a complex and realistic crisis situation: a fire in a cathedral.",Souveraineté numérique et sobriété,,,,,,
Journal Article,Integrated approach for risk management in servitization decision-making process,"SKEMA Business School, École des Mines de Saint-Étienne (Mines Saint-Étienne MSE), Institut Henri Fayol (FAYOL-ENSMSE), Laboratoire d'Informatique, de Modélisation et d'Optimisation des Systèmes (LIMOS), Département Génie de l’environnement pour les organisations (FAYOL-ENSMSE), Centre Génie Industriel (CGI), COnception de l'ACTIon en Situation (COACTIS), Département Management responsable et innovation (FAYOL-ENSMSE)","Dahmani, Sarra, Boucher, Xavier, Gourc, Didier, Peillon, Sophie, Marmier, François","KTK-4079, DOCA-11, Computer Science [cs]/Modeling and Simulation, Engineering Sciences [physics]Journal articles",2020,2020,English,https://hal-emse.ccsd.cnrs.fr/emse-02565902,"UNIV-ST-ETIENNE, EMSE, PRES_CLERMONT, MINES-ALBI, CNRS, UNIV-LYON2, EMAC, COACTIS, FAYOL-ENSMSE, LIMOS, EPICE-ENSMSE, PIESO-ENSMSE, CGI, ACL-SPI, TDS-MACS, LYON2, UDL, INSTITUTS-TELECOM, ANR, CLERMONT-AUVERGNE-INP, TEST3-HALCNRS, HESAM, HESAM-SKEMA, INSTITUT-MINES-TELECOM",Emerald,,"Decision making process, Servitization, Risk occurence, Risk occurrence","PurposeThe paper proposes an innovative systemic method helping decision-makers to control servitization transition process, through decision process risk diagnosis.Design/methodology/approachThe proposed method is based on the modeling of decision processes and risk identification and analysis. This method was based on an action-research approach, in close relationship with two companies (SMEs). The paper develops the feasibility experiment at Automelec company.FindingsThe method was successfully implemented and delivered concrete diagnosis results.Research limitations/implicationsThe generalization of the applicability of the method needs to be tested on several different cases.Practical implicationsThe first practical implication is related to the efficiency of the method to help decision-makers in a servitization context to limit uncertainty and get a global view of the weaknesses of their decision-making process, it raises their awareness about servitization transition for their companies. Furthermore, the method also helps to explain the strategy of a servitization transition. It enhances the level of maturity of the decision process of the company, and can be used as a training/learning tool for managers.Social implicationsThe results brought by the research contribute to give the decision-making boards for organization living a servitization transition and especially SMEs a better control over the servitization decision process and related risks, which will increase the economic stability of the company and its vision over long, medium and short horizons. This will bring positive impact on the overall economic and social environment and networks of the servitized SME, and enhance the confidence of coworkers, subcontractors and clients.Originality/valueThe first originality of the paper is related to the new way of considering risk, not only as an analysis criterion but as the central driver in steering a strategic transition for the company, such as servitization. The second originality of the study is about assessing risk occurrence over a decision-making process through decision reliability and decision confidence.",Industrie du futur responsable,,,,,,
Journal Article,Planning with preferences using Multi-Attribute Utility Theory along with a Choquet Integral,"THALES COMMUNICATIONS & SECURITY, IMT École nationale supérieure des Mines d'Albi-Carmaux (IMT Mines Albi), Centre Génie Industriel (CGI)","Bidoux, Loïc, Pignon, Jean-Paul, Benaben, Frederick","KTK-3927, DOCA-11, Engineering Sciences [physics]Journal articles",2019,2019,English,https://imt-mines-albi.hal.science/hal-02271098,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Elsevier,,"Preference-based planning, Multi-Attribute Utility Theory, Choquet integral, ChoPlan","This paper addresses the problem of planning with preferences using Multiple Criteria Decision Analysis (mcda) mechanisms. We start by explaining how pddl3 preferences can be modelled by criteria from the Multi-Attribute Utility Theory (maut) along with a Choquet integral. Interestingly, preferences formalized using maut have almost the same expressiveness as the ones formalized in pddl3 while being much easier to model. Next, we present a new heuristic for planning with preferences which is based on the Choquet integral. Finally, we introduce ChoPlan a proof-of-concept planner solving maut-encoded planning problems using the aforementioned heuristic. ChoPlan’s performances are evaluated with respect to state of the art planners using problems from the fifth International Planning Competition.",Industrie du futur responsable,,,,,,
Journal Article,What typology of risks and methods for risk management in innovation projects?: a systematic literature review,"Expleo Group, Centre Génie Industriel (CGI)","Orellano, Martha, Gourc, Didier","KTK-4954, DOCA-11, Computer Science [cs]/Other [cs.OH]Journal articles",2024,2024,English,https://imt-mines-albi.hal.science/hal-04772646,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",,,"Risk Management, Innovation, R&D, Organizational Innovation, Sustainable Development","Performing an appropriate risk management methodology is essential to support early decision-making in innovation development projects. In parallel, research and practice in innovation have evolved over the last years, surpassing the sphere of new product development to address recent domains such as service development, business model innovation, and sustainability-oriented innovation. Henceforth, there is a need for comprehensive research to update the joint knowledge about innovation development and risk management. Through a systematic literature review, this research analyses and consolidates the knowledge of 98 articles published between 1998 and 2022. This analysis contributes to the literature by i) highlighting specific risks associated with the innovation development process; ii) classifying the methods and tools used to manage risks in innovation development projects; and iii) drawing out the future research directions crossing these two domains. The added value of our systematic review is based on an extended time frame and a broader definition of innovation, considering not only product or technology-oriented innovations but also service and business models ones. In practical terms, the study consolidates and presents the main risks project managers have to manage and, the best methods to manage them and, the importance of human-based approaches, especially in radical innovations.",Industrie du futur responsable,,,,,,
Journal Article,Sliding and merging of strongly sheared droplets,"LabOratoire proCédés énergIe bâtimEnt (LOCIE), Laboratoire de Mathématiques (LAMA), Institut des Géosciences de l’Environnement (IGE), Centre Génie Industriel (CGI)","Ruyer-Quil, Christian, Bresch, D, Gisclon, M, Richard, G, L, Kessar, M, Cellier, Nicolas","KTK-4705, DOCA-11, EDPs2, STEP, Physics [physics]/Mechanics [physics]/Fluid mechanics [physics.class-ph], Physics [physics]/Mathematical Physics [math-ph]Journal articles",2023,2023,English,https://hal.science/hal-04193284,"IRD, INSU, UNIV-SAVOIE, UGA, MINES-ALBI, CNRS, INPG, OSUG, INSMI, LAMA, EMAC, CGI, TDS-MACS, IGE, LOCIE, INSTITUTS-TELECOM, INRAE, UGA-EPE, ANR, RESEAU-EAU, TEST-SEBASTIEN3, LOCIE-EQUIPE-STEP, INSTITUT-MINES-TELECOM, LAMA-EQUIPE-EDPS2",Cambridge University Press (CUP),,"Drops, Thin films, Wetting and wicking, Drops","A mathematical and numerical framework is proposed to compute the displacement and merging dynamics of sliding droplets under the action of a constant shear exerted by a gas flow. An augmented formulation is implemented to model surface tension including the full curvature of the free surface. A set of shallow-water evolution equations is obtained for the film thickness, the averaged velocity, an additional quantity (with dimension of a velocity) taking into account the capillary effects and a tensor called enstrophy. The enstrophy accounts for the deviation of the velocity profile from a constant velocity distribution. The formulation is consistent with the long-wave expansion of the basic equations with a conservative part and source terms including the effect of viscosity, in the form of a viscous friction and the effect of the shear stress. The model is hyperbolic with generalised diffusion terms due to capillarity. Finally, our model is completed with a disjoining pressure formulation that is able to account for the hysteresis of the static contact angle. In this formulation, the advancing or receding nature of the contact line is assessed by the accumulation or reduction of mass of the droplet at the contact line. Simulations of sliding water droplets are performed with periodic boundary conditions in a domain of limited size. Hysteresis of the static contact angle causes a slowdown of the drops and a delay in the sequence of coalescence of the drops",Souveraineté numérique et sobriété,,,,,,
Journal Article,Thermodynamic analysis in laminar falling film evaporator,"LabOratoire proCédés énergIe bâtimEnt (LOCIE), Centre Génie Industriel (CGI)","Mahamoudou, Arnat, Ramousse, Julien, Cellier, Nicolas, Le Pierrès, Nolwenn","KTK-4454, DOCA-11, STEP, Engineering Sciences [physics]/Mechanics [physics.med-ph]/Thermics [physics.class-ph], Engineering Sciences [physics]/Mechanics [physics.med-ph]/Fluids mechanics [physics.class-ph]Journal articles",2022,2022,English,https://imt-mines-albi.hal.science/hal-03712750,"UNIV-SAVOIE, MINES-ALBI, CNRS, EMAC, CGI, LOCIE, INSTITUTS-TELECOM, ANR, LOCIE-EQUIPE-STEP, INSTITUT-MINES-TELECOM",Elsevier,,"Heat transfer, Evaporator, Entropy generation, Efficiency, Local analysis, Overall analysis, Heat transfer","An evaporative laminar falling film flowing by gravity on a vertical plate heated by a heat transfer fluid is studied to determine the local temperature, entropy generation and evaporated mass flow, assuming constant saturation pressure at the free interface, in co-current and counter-current configurations. The heat transfer fluid and film energy equations are solved simultaneously through a 2D model using an implicit finite difference scheme. Local and global analysis were performed in order to study the impact of parameters such as the heat transfer fluid and film Reynolds numbers and inlet film temperature on entropy generation (thermal and viscous irreversibilities) and on thermal and evaporation efficiencies. Results show that the increase of the overall thermal entropy generation leads to the increase of the evaporated mass flow rate. Both increase with the increase of the heat transfer fluid Reynolds number and decreases with the increase of the film Reynolds number for both configurations. The inlet film temperature – overheated or subcooled inlet fluid flow - also impacts the evaporation process. The influence of the Reynolds number and temperature difference on the heat transfer coefficients of both fluids and for both configurations is also discussed",Souveraineté numérique et sobriété,,,,,,
Journal Article,A non-linear business process management maturity framework to apprehend future challenges,"Centre Génie Industriel (CGI), Iterop","Froger, Manon, Benaben, Frederick, Truptil, Sébastien, Boissel-Dallier, Nicolas","KTK-3883, DOCA-15, Engineering Sciences [physics]Journal articles",2019,2019,English,https://imt-mines-albi.hal.science/hal-02165571,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Elsevier,,"Business process management, Maturity framework, Non-linear framework, 3D maturity framework, Organization, Continuous improvement, Maturity evaluation","In a context where enterprises and organizations aim to optimise their behaviour, obtain certifications and labels, and benefit from the smart use of information systems and technology, two considerations drive this research: (1) the weak maturity level of worldwide Business Process Management (BPM), which exposes the need to reconcile academic theories with industrial contexts, and (2) the need for upcoming software functionalities that prioritize removing the barriers frequently encountered by industrialists when trying to implement the method. To reach such goals, this research work has developed a conceptual framework to represent the BPM implementation state. It is built along three axes: the BPM Cycle (Design, Enact, Maintain), the Field (Culture, Business, IT) and the Abstraction Level (Data, Jobs, Behaviour). An organization’s overall BPM maturity can thus be evaluated by positioning its capabilities along the framework’s axes. It is also suggested that the framework be used to track the implementation of new procedures in an organisation. The framework is presented and detailed before being applied to a complete case study.",Industrie du futur responsable,,,,,,
Journal Article,Balancing the satisfaction of stakeholders in home health care coordination: a novel OptaPlanner CSP model,"Centre Génie Industriel (CGI), Berger-Levrault, Institut national universitaire Champollion [Albi] (INUC), Laboratoire de Génie Chimique (LGC)","Zhang, Liwen, Pingaud, Hervé, Fontanili, Franck, Lamine, Elyes, Martinez, Clea, Bortolaso, Christophe, Derras, Mustapha","KTK-4576, DOCA-11, Engineering Sciences [physics]Journal articles",2023,2023,English,https://imt-mines-albi.hal.science/hal-04008371,"UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INUC, INSTITUTS-TELECOM, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM",Taylor & Francis,,"Home Health Care Routing and Scheduling Problem, Constraint Satisfaction Problem and soft or, OptaPlanner","Home Health Care Routing and Scheduling Problem (HHCRSP) has been widely investigated in operations research. In this paper, a model based on the Constraint Satisfaction Problem (CSP) is proposed, which is able to deal with daily HHCRSPs. Human factors are considered in our formulation of the problem and we seek a balance between the different stakeholders’ satisfaction criteria. The considered temporal constraints are soft and controlled by the stakeholders’ personalised tolerance and satisfaction rates. We will explain how this new Satisfaction-Oriented HHCRSP (SOH2CRSP) model is built and solved by using an open-source solver: the OptaPlanner. In order to examine the impact of human factors, a study will estimate the added value provided when satisfaction is considered in the problem formulation. The comparison is based on a use case derived from the dataset of an existing HHC organisation. The numerical results will show the benefits of our approach.",Ingénierie santé et bien-être,,,,,,
Journal Article,BPRIM: An integrated framework for business process management and risk management,"Centre Génie Industriel (CGI), Laboratoire de Génie Chimique (LGC), Université de Sousse, Abamix consulting, Research Group Knowledge Engineering [Vienna] (KE), Institut national universitaire Champollion [Albi] (INUC)","Lamine, Elyes, Thabet, Rafika, Sienou, Amadou, Bork, Dominik, Fontanili, Franck, Pingaud, Hervé","KTK-4020, DOCA-11, Engineering Sciences [physics]Journal articles",2020-05,2020,English,https://imt-mines-albi.hal.science/hal-02477509,"UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INUC, INSTITUTS-TELECOM, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM",Elsevier,,"Business process management, Model-driven engineering, Risk-aware business process management, Enterprise risk management, Medication-use process, Meta-modeling","Enterprise engineering deals with the design of processes which aim to improve the structure and efficiency of business organizations. It develops approaches based on modeling techniques, particularly on business process modeling, to ensure the quality and the global consistency of enterprise strategies and expectations. Nowadays, risk consideration in enterprise engineering is a growing concern since the business environment is becoming more and more competitive, complex, and unpredictable. To face this concern, a paradigm named risk-aware business process management (R-BPM) has recently emerged. It seeks to integrate the two traditionally isolated fields of risk management and business process management. Despite the significant benefits that can arise from the use of R-BPM, it suffers from a lack of solid scientific foundations and dedicated tooling. This present research work contributes to bridging that gap in a twofold way: (i) by establishing the BPRIM Business Process-Risk Integrated Method framework, and (ii) by designing a dedicated tool, named adoBPRIM which supports the efficient application of the BPRIM framework. This paper first comprehensively presents the foundation of BPRIM which is based on three main components and, secondly, its dedicated tool adoBPRIM which was designed using the ADOxx meta-modeling platform. An evaluation with a real case study in the health care domain shows the relevance of the methodological framework.",Ingénierie santé et bien-être,,,,,,
